genotype	aw	slope	species	treat	group	color
ES11	0.5007691	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.5007691	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.5007691	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.5007691	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.5007691	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.5007691	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.5007691	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.5007691	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.5007691	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.5007691	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.5007691	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.5007691	ES	Brachypodium	drought	Br(EST)	EST
ES6	0.5007691	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.5007691	ES	Brachypodium	drought	Br(EST)	EST
ES9	0.5007691	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	0.5494505	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS17	0.5494505	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.5494505	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.5494505	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.5494505	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.5494505	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.5494505	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.5494505	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.5494505	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES23	0.5494505	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.5494505	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.552383	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.552383	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.552383	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.552383	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.552383	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.552383	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.552383	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.552383	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	0.552383	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.552383	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.552383	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	0.552383	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.552383	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.552383	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	0.552383	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.552383	AS	Brachypodium	drought	Br(AST)	AST
AS22	0.552383	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.5524672	AS	Brachypodium	drought	Br(AST)	AST
AS30	0.5524672	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.5524778	AS	Brachypodium	well-watered	Br(ASC)	ASC
141C	0.5524841	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
144C	0.5524841	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126T	0.5524841	ES	H.spontaneum	drought	Hs(EST)	EST
143T	0.5524841	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.5524841	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.5524841	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.5524841	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.5524841	AS	H.spontaneum	drought	Hs(AST)	AST
126C	0.5524862	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
AS19	0.5524862	AS	Brachypodium	well-watered	Br(ASC)	ASC
123C	0.5532503	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
147C	0.5532503	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
150C	0.5532503	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
114T	0.5532503	ES	H.spontaneum	drought	Hs(EST)	EST
115T	0.5532503	ES	H.spontaneum	drought	Hs(EST)	EST
118T	0.5532503	ES	H.spontaneum	drought	Hs(EST)	EST
148T	0.5532503	AS	H.spontaneum	drought	Hs(AST)	AST
148T	0.5532503	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.5532503	AS	H.spontaneum	drought	Hs(AST)	AST
AS33	0.5555534	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.5555534	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.5555534	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS47	0.5555534	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES1	0.5555534	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.5555534	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.5555534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.5555534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.5555534	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.5555534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.5555534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.5555534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.5555534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.5555534	ES	Brachypodium	drought	Br(EST)	EST
ES9	0.5555534	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS10	0.5663607	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS17	0.5663607	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.5663607	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.5663607	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.5663607	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.5663607	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.5663607	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.5663607	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.5663607	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES23	0.5663607	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.5663607	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.5693833	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.5693833	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.5693833	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.5693833	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.5693833	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.5693833	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.5693833	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.5693833	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	0.5693833	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.5693833	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.5693833	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	0.5693833	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.5693833	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.5693833	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	0.5693833	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.5693833	AS	Brachypodium	drought	Br(AST)	AST
AS22	0.5693833	AS	Brachypodium	well-watered	Br(ASC)	ASC
WS1	0.5694702	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS25	0.5694702	AS	Brachypodium	drought	Br(AST)	AST
AS30	0.5694702	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.569481	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.5694811	AS	Brachypodium	well-watered	Br(ASC)	ASC
143C	0.5694875	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
142T	0.5694875	AS	H.spontaneum	drought	Hs(AST)	AST
142T	0.5694875	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.5694875	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.5694875	AS	H.spontaneum	drought	Hs(AST)	AST
115C	0.5702774	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
120T	0.5702774	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.5702774	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.5702774	ES	H.spontaneum	drought	Hs(EST)	EST
AS33	0.5726513	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.5726513	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.5726513	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS47	0.5726513	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES11	0.5726513	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.5726513	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.5726513	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.5726513	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.5726513	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.5726513	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.5726513	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.5726513	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.5726513	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.5726513	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.5726513	ES	Brachypodium	drought	Br(EST)	EST
ES6	0.5726513	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.5726513	ES	Brachypodium	well-watered	Br(ESC)	ESC
AS17	0.5827803	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.5827803	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.5827803	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.5827803	AS	Brachypodium	drought	Br(AST)	AST
ES23	0.5827803	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.5827803	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS4	0.5858906	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.5858906	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.5858906	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.5858906	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.5858906	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.5858906	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	0.5858906	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.5858906	ES	T.dicoccoides	drought	Td(EST)	EST
AS30	0.58598	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.5892534	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.5892534	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.5892534	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES11	0.5892534	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.5892534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.5892534	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.5892534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.5892534	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.5892534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.5892534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.5892534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.5892534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.5892534	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.5892534	ES	Brachypodium	drought	Br(EST)	EST
ES9	0.5892534	ES	Brachypodium	well-watered	Br(ESC)	ESC
AS17	0.6143044	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.6143044	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.6143044	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.6143044	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.6143044	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.6143044	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.6143044	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES23	0.6143044	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.6143044	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.6175829	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.6175829	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.6175829	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.6175829	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.6175829	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.6175829	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.6175829	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.6175829	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.6175829	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.6175829	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.6175829	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	0.6175829	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
AS22	0.6175829	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.6176771	AS	Brachypodium	drought	Br(AST)	AST
AS30	0.6176771	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.6176889	AS	Brachypodium	well-watered	Br(ASC)	ASC
146C	0.6176959	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126T	0.6176959	ES	H.spontaneum	drought	Hs(EST)	EST
142T	0.6176959	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.6176959	AS	H.spontaneum	drought	Hs(AST)	AST
AS25	0.617696	AS	Brachypodium	drought	Br(AST)	AST
AS19	0.6176983	AS	Brachypodium	well-watered	Br(ASC)	ASC
123T	0.6185527	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.6185527	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.6185527	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.6185527	ES	H.spontaneum	drought	Hs(EST)	EST
148T	0.6185527	AS	H.spontaneum	drought	Hs(AST)	AST
AS40	0.6211276	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.6211276	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS47	0.6211276	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES1	0.6211276	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.6211276	ES	Brachypodium	drought	Br(EST)	EST
ES11	0.6211276	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.6211276	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.6211276	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.6211276	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.6211276	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.6211276	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.6211276	ES	Brachypodium	drought	Br(EST)	EST
ES21	0.6211276	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.6211276	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.6211276	ES	Brachypodium	drought	Br(EST)	EST
WS10	0.6868132	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS17	0.6868132	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS19	0.6868132	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.6868132	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.6868132	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.6868132	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.6868132	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.6868132	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES23	0.6868132	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.6868132	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.6904787	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.6904787	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.6904787	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.6904787	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.6904787	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.6904787	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.6904787	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.6904787	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.6904787	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	0.6904787	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.6904787	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.6904787	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.6904787	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	0.6904787	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.6904787	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.6904787	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.6904787	AS	Brachypodium	drought	Br(AST)	AST
AS22	0.6904787	AS	Brachypodium	well-watered	Br(ASC)	ASC
141C	0.6906051	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
142C	0.6906051	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
143C	0.6906051	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
144C	0.6906051	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
145C	0.6906051	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
141T	0.6906051	AS	H.spontaneum	drought	Hs(AST)	AST
142T	0.6906051	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.6906051	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.6906051	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.6906051	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.6906051	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.6906051	AS	H.spontaneum	drought	Hs(AST)	AST
144T	0.6906051	AS	H.spontaneum	drought	Hs(AST)	AST
144T	0.6906051	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.6906051	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.6906051	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.6906051	AS	H.spontaneum	drought	Hs(AST)	AST
123C	0.6915629	ES	H.spontaneum	well-watered	Hs(ESC)	ESC
35T	0.6915629	ES	H.spontaneum	drought	Hs(EST)	EST
35T	0.6915629	ES	H.spontaneum	drought	Hs(EST)	EST
114T	0.6915629	ES	H.spontaneum	drought	Hs(EST)	EST
119T	0.6915629	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.6915629	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.6915629	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.6915629	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.6915629	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.6915629	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.6915629	ES	H.spontaneum	drought	Hs(EST)	EST
123T	0.6915629	ES	H.spontaneum	drought	Hs(EST)	EST
147T	0.6915629	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.6915629	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.6915629	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.6915629	AS	H.spontaneum	drought	Hs(AST)	AST
WS1	0.6944417	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS40	0.6944417	AS	Brachypodium	drought	Br(AST)	AST
AS47	0.6944417	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES11	0.6944417	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.6944417	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.6944417	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.6944417	ES	Brachypodium	drought	Br(EST)	EST
ES14	0.6944417	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES19	0.6944417	ES	Brachypodium	drought	Br(EST)	EST
ES19	0.6944417	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES1	0.6944417	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES21	0.6944417	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.6944417	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.6944417	ES	Brachypodium	drought	Br(EST)	EST
ES9	0.6944417	ES	Brachypodium	well-watered	Br(ESC)	ESC
AS33	0.6944418	AS	Brachypodium	drought	Br(AST)	AST
AS40	0.6944418	AS	Brachypodium	well-watered	Br(ASC)	ASC
WS10	0.7004148	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
AS19	0.7004148	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.7004148	AS	Brachypodium	drought	Br(AST)	AST
AS25	0.7004148	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.7004148	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.7004148	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.7004148	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES23	0.7004148	ES	Brachypodium	drought	Br(EST)	EST
ES23	0.7004148	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.7041529	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.7041529	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.7041529	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.7041529	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.7041529	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.7041529	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.7041529	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.7041529	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	0.7041529	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.7041529	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.7041529	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.7041529	AS	T.dicoccoides	drought	Td(AST)	AST
WT7	0.7041529	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT7	0.7041529	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.7041529	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS3	0.7041529	ES	T.dicoccoides	drought	Td(EST)	EST
AS19	0.7041529	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS22	0.7041529	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.7042603	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.7042737	AS	Brachypodium	well-watered	Br(ASC)	ASC
142C	0.7042817	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
126T	0.7042817	ES	H.spontaneum	drought	Hs(EST)	EST
126T	0.7042817	ES	H.spontaneum	drought	Hs(EST)	EST
141T	0.7042817	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.7042817	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.7042817	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.7042817	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.7042817	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.7042817	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.7042817	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.7042817	AS	H.spontaneum	drought	Hs(AST)	AST
150C	0.7052586	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
181C	0.7052586	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
115T	0.7052586	ES	H.spontaneum	drought	Hs(EST)	EST
115T	0.7052586	ES	H.spontaneum	drought	Hs(EST)	EST
120T	0.7052586	ES	H.spontaneum	drought	Hs(EST)	EST
121T	0.7052586	ES	H.spontaneum	drought	Hs(EST)	EST
121T	0.7052586	ES	H.spontaneum	drought	Hs(EST)	EST
148T	0.7052586	AS	H.spontaneum	drought	Hs(AST)	AST
149T	0.7052586	AS	H.spontaneum	drought	Hs(AST)	AST
181T	0.7052586	AS	H.spontaneum	drought	Hs(AST)	AST
AS40	0.7081944	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS47	0.7081944	AS	Brachypodium	well-watered	Br(ASC)	ASC
ES11	0.7081944	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES13	0.7081944	ES	Brachypodium	drought	Br(EST)	EST
ES13	0.7081944	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES14	0.7081944	ES	Brachypodium	drought	Br(EST)	EST
ES1	0.7081944	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES6	0.7081944	ES	Brachypodium	well-watered	Br(ESC)	ESC
ES9	0.7081944	ES	Brachypodium	well-watered	Br(ESC)	ESC
AS19	0.7397204	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS25	0.7397204	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS30	0.7397204	AS	Brachypodium	drought	Br(AST)	AST
AS33	0.7397204	AS	Brachypodium	drought	Br(AST)	AST
AS50	0.7397204	AS	Brachypodium	drought	Br(AST)	AST
ES23	0.7397204	ES	Brachypodium	well-watered	Br(ESC)	ESC
WS1	0.7436683	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS1	0.7436683	ES	T.dicoccoides	drought	Td(EST)	EST
WS4	0.7436683	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS4	0.7436683	ES	T.dicoccoides	drought	Td(EST)	EST
WS6	0.7436683	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS6	0.7436683	ES	T.dicoccoides	drought	Td(EST)	EST
WS8	0.7436683	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS8	0.7436683	ES	T.dicoccoides	drought	Td(EST)	EST
WS9	0.7436683	ES	T.dicoccoides	well-watered	Td(ESC)	ESC
WS9	0.7436683	ES	T.dicoccoides	drought	Td(EST)	EST
WS10	0.7436683	ES	T.dicoccoides	drought	Td(EST)	EST
WT6	0.7436683	AS	T.dicoccoides	well-watered	Td(ASC)	ASC
WT6	0.7436683	AS	T.dicoccoides	drought	Td(AST)	AST
WS3	0.7436683	ES	T.dicoccoides	drought	Td(EST)	EST
AS22	0.7436683	AS	Brachypodium	well-watered	Br(ASC)	ASC
AS33	0.7437959	AS	Brachypodium	well-watered	Br(ASC)	ASC
143C	0.7438044	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
146C	0.7438044	AS	H.spontaneum	well-watered	Hs(ASC)	ASC
141T	0.7438044	AS	H.spontaneum	drought	Hs(AST)	AST
141T	0.7438044	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.7438044	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.7438044	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.7438044	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.7438044	AS	H.spontaneum	drought	Hs(AST)	AST
143T	0.7438044	AS	H.spontaneum	drought	Hs(AST)	AST
144T	0.7438044	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.7438044	AS	H.spontaneum	drought	Hs(AST)	AST
145T	0.7438044	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.7438044	AS	H.spontaneum	drought	Hs(AST)	AST
146T	0.7438044	AS	H.spontaneum	drought	Hs(AST)	AST
